,Unnamed: 0,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,month,week
214,1654493,A-1654515,MapQuest,246.0,2,2018-05-13 09:33:04,2018-05-13 10:48:00,40.687004,-111.888252,,,0.0,Three lanes blocked due to accident on US-89 State St Southbound at 3900.,,S State St,R,Salt Lake City,Salt Lake,UT,84107,US,US/Mountain,KU42,2018-05-13 09:35:00,50.4,,57.0,30.0,10.0,Calm,,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,5,19
1080,2919147,A-2919171,Bing,,3,2019-05-14 17:54:47,2019-05-14 18:22:45,42.264,-71.04544,42.26263,-71.04456,0.105,At Squantum St/Exit 10 - Accident.,,I-93 S,R,Milton,Norfolk,MA,02186,US,US/Eastern,KMQE,2019-05-14 17:53:00,46.0,44.0,76.0,29.77,10.0,E,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,20
326,2856199,A-2856223,Bing,,2,2017-11-12 21:02:23,2017-11-13 03:02:23,47.62991,-122.32711,47.62048,-122.32866,0.6559999999999999,At Fairview Ave/Mercer St/Exit 167 - Accident.,,I-5 S,R,Seattle,King,WA,98102,US,US/Pacific,KBFI,2017-11-12 20:53:00,48.9,,97.0,29.71,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,11,45
560,1510849,A-1510866,MapQuest,201.0,2,2018-08-30 08:39:10,2018-08-30 09:23:59,43.214504,-75.718666,,,0.0,Accident on County Hwy-54A Vienna Rd both ways at Harborview Dr.,2898.0,Harborview Dr,R,Blossvale,Oneida,NY,13308-2824,US,US/Eastern,KRME,2018-08-30 08:53:00,68.0,,87.0,30.1,10.0,North,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,35
1111,1726787,A-1726810,MapQuest,201.0,2,2018-04-18 17:46:42,2018-04-18 18:46:23,34.789829,-82.486458,,,0.0,Accident on SC-153 at Hood Rd.,,Three Bridges Rd,R,Greenville,Anderson,SC,29611,US,US/Eastern,KGMU,2018-04-18 17:53:00,82.9,,22.0,29.8,10.0,SW,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,4,16
700,1679023,A-1679046,MapQuest,201.0,3,2018-05-24 08:24:32,2018-05-24 08:53:59,30.685507,-88.04186999999997,,,0.0,Right hand shoulder blocked due to accident on I-10 Westbound at Exit 26B Water St.,,I-10 E,R,Mobile,Mobile,AL,36602,US,US/Central,KBFM,2018-05-24 08:53:00,78.1,,84.0,30.12,10.0,NE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,21
1037,2301685,A-2301709,Bing,,2,2016-11-07 18:03:44,2016-11-08 00:03:44,40.89921,-74.23124,40.89972,-74.23461999999998,0.18,At Minnisink Rd/Exit 54 - Accident.,,I-80 W,R,Totowa,Passaic,NJ,07512,US,US/Eastern,KCDW,2016-11-07 17:53:00,46.9,,46.0,30.39,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,11,45
1378,727609,A-727618,MapQuest,201.0,3,2019-09-05 17:04:31,2019-09-05 17:34:10,41.573872,-87.480255,,,0.0,2 left lane blocked due to accident on I-80 Eastbound at Exit 2 US-41 Indianapolis Blvd.,,Indianapolis Blvd,R,Hammond,Lake,IN,46324,US,US/Central,KIGQ,2019-09-05 16:55:00,72.0,72.0,54.0,29.42,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,36
341,2354992,A-2355016,Bing,,2,2016-06-13 08:08:58,2016-06-13 14:08:58,40.68123,-74.00285,40.67538,-74.00094,0.416,At Hamilton Ave/Exit 26 - Accident.,640.0, Hicks St,L,Brooklyn,Kings,NY,11231-2617,US,US/Eastern,KJRB,2016-06-13 08:15:00,60.8,,59.0,29.87,10.0,SSW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,6,24
629,1036367,A-1036379,MapQuest,201.0,3,2019-03-05 09:08:20,2019-03-05 09:54:00,39.48576,-119.785896,,,0.0,Left lane blocked due to accident on I-580 Southbound after Exit 64 Moana Ln.,,Martin Luther King Jr Memorial Fwy,R,Reno,Washoe,NV,89502,US,US/Pacific,KRNO,2019-03-05 08:55:00,41.0,,65.0,29.93,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,10
147,2625181,A-2625205,Bing,,2,2019-03-14 00:45:50,2019-03-14 01:15:03,29.22631,-81.10547,29.21358,-81.10106999999998,0.919,At CR-4019/Lpga Blvd/Exit 265 - Accident. Right lane blocked.,,I-95 S,R,Daytona Beach,Volusia,FL,32124,US,US/Eastern,KDAB,2019-03-14 00:53:00,66.9,,81.0,30.18,10.0,East,4.6,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3,11
1196,1055240,A-1055252,MapQuest,201.0,2,2019-03-15 05:47:26,2019-03-15 06:48:33,36.152214,-86.76708199999999,,,0.0,Accident on I-40 Westbound at US-31A 4th Ave.,,I-40 W,R,Nashville,Davidson,TN,37210,US,US/Central,KBNA,2019-03-15 05:53:00,48.0,,50.0,30.04,10.0,WNW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,3,11
360,423492,A-423498,MapQuest,201.0,2,2017-04-06 08:27:07,2017-04-06 08:56:56,39.745888,-84.17041,,,0.01,Accident on Wayne Ave near Glencoe Ave.,100.0,Glencoe Ave,R,Dayton,Montgomery,OH,45410-1721,US,US/Eastern,KFFO,2017-04-06 07:58:00,44.6,40.2,100.0,29.42,6.0,West,8.1,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,14
83,1569270,A-1569288,MapQuest,201.0,2,2018-06-01 07:36:43,2018-06-01 08:10:00,40.313057,-75.43465400000002,,,0.0,Accident on PA-63 Sumneytown Pike at Barndt Rd.,2898.0,Barndt Rd,R,Harleysville,Montgomery,PA,19438-1103,US,US/Eastern,KPTW,2018-06-01 07:31:00,71.1,,100.0,29.85,4.0,South,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,22
48,1858369,A-1858392,MapQuest,201.0,3,2018-02-21 21:02:29,2018-02-21 21:31:59,35.83540700000001,-78.669601,,,0.0,Three left lane blocked due to accident on I-440 Westbound before Exits 7 7A 7B US-70 Glenwood Ave.,,Glenwood Ave,R,Raleigh,Wake,NC,27612,US,US/Eastern,KRDU,2018-02-21 20:51:00,64.9,,87.0,30.41,10.0,SE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2,8
468,304588,A-304591,MapQuest,201.0,2,2016-07-18 17:09:39,2016-07-18 17:39:39,29.949678,-95.533607,,,0.0,Accident on Mills Rd at TX-249.,16787.0,State Highway 249,L,Houston,Harris,TX,77064-1810,US,US/Central,KDWH,2016-07-18 17:07:00,90.0,,63.0,30.11,10.0,ESE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,7,29
155,1931624,A-1931647,MapQuest,201.0,2,2017-11-30 16:43:06,2017-11-30 17:12:56,33.782413,-78.989479,,,0.0,Accident on US-501 at Burning Ridge Rd.,,Burning Ridge Rd,R,Conway,Horry,SC,29526,US,US/Eastern,KHYW,2017-11-30 16:35:00,64.4,,73.0,30.08,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11,48
1161,958134,A-958145,MapQuest,201.0,2,2019-05-26 18:59:24,2019-05-26 20:59:01,34.129985999999995,-118.348396,,,0.0,Accident on US-101 Southbound at Universal Studios Blvd.,,Hollywood Fwy S,R,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,2019-05-26 18:53:00,54.0,54.0,90.0,29.11,9.0,S,6.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,21
1331,2080552,A-2080575,MapQuest,201.0,2,2017-10-16 17:09:56,2017-10-16 17:39:36,35.110329,-80.79585300000002,,,0.0,Accident on Rea Rd at Windyrush Rd.,7025.0,Windyrush Rd,L,Charlotte,Mecklenburg,NC,28226-7562,US,US/Eastern,KCLT,2017-10-16 16:52:00,66.9,,47.0,30.08,10.0,North,16.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,42
1542,2543028,A-2543052,Bing,,2,2019-10-17 08:12:00,2019-10-17 09:25:35,34.0099,-117.823332,34.0099,-117.823332,0.0,At Grand Ave - Accident.,717.0, Grand Ave,L,Diamond Bar,Los Angeles,CA,91765-8400,US,US/Pacific,KPOC,2019-10-17 07:47:00,57.0,57.0,94.0,28.78,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10,42
1401,1891296,A-1891319,MapQuest,201.0,2,2018-01-10 15:17:01,2018-01-10 15:46:46,37.342564,-77.883942,,,0.0,Right hand shoulder blocked due to accident on VA-153 Military Rd Northbound at Locust Dale Ln.,11898.0,Locust Dale Ln,L,Amelia Court House,Amelia,VA,23002-3841,US,US/Eastern,KFVX,2018-01-10 15:15:00,47.3,,59.0,30.36,10.0,East,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,2
1233,287067,A-287070,MapQuest,229.0,2,2016-09-26 17:55:06,2016-09-26 18:42:00,30.302670000000006,-97.744728,,,0.0,Slow traffic due to accident on 34th St at Lamar Blvd.,1001.0,W 34th St,L,Austin,Travis,TX,78705-2008,US,US/Central,KATT,2016-09-26 17:51:00,70.0,,78.0,30.06,10.0,North,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9,39
1629,2641427,A-2641451,Bing,,4,2019-02-09 20:30:17,2019-02-09 21:00:08,41.296067,-73.933628,41.29082,-73.929891,0.411,Closed between Bear Mountain State Pky and US-202/US-6/RT-35/Main St - Road closed due to accident.,,US-202 E,R,Peekskill,Westchester,NY,10566,US,US/Eastern,KSWF,2019-02-09 20:45:00,24.8,14.0,59.0,30.69,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2,6
500,1574346,A-1574364,MapQuest,201.0,3,2018-06-04 15:17:53,2018-06-04 16:02:17,38.631905,-90.236549,,,0.0,Very slow traffic and left lane blocked due to accident on I-64 Westbound after Exits 37A 37B Grand Blvd.,,Market St,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,2018-06-04 14:53:00,79.0,,36.0,30.03,10.0,North,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,23
1763,1882581,A-1882604,MapQuest,201.0,2,2018-01-05 06:45:18,2018-01-05 07:15:10,34.994564000000004,-89.795349,,,0.0,Accident on Hacks Cross Rd at State Line Rd.,5623.0,Hacks Cross Rd,R,Memphis,Shelby,TN,38125,US,US/Central,KOLV,2018-01-05 06:50:00,10.4,,92.0,30.4,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,1,1
179,1186299,A-1186313,MapQuest,201.0,2,2019-01-22 14:04:05,2019-01-22 14:33:42,32.218731,-110.841171,,,0.0,Accident on Kolb Rd at Bonnie Brae Dr.,7074.0,E Bonnie Brae Dr,R,Tucson,Pima,AZ,85710-3624,US,US/Mountain,KDMA,2019-01-22 13:56:00,54.9,,34.0,30.06,10.0,NW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,4
1185,128284,A-128286,MapQuest,222.0,3,2016-11-17 16:21:25,2016-11-17 17:21:25,27.961788,-82.4534,,,0.01,Queueing traffic due to accident on I-4 Eastbound at Exit 45A I-275.,,I-275 N,R,Tampa,Hillsborough,FL,33602,US,US/Eastern,KTPF,2016-11-17 16:15:00,80.6,,30.0,30.06,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,46
1754,1745317,A-1745340,MapQuest,201.0,2,2018-04-26 13:35:10,2018-04-26 14:04:57,36.089836,-95.926224,,,0.0,Accident on 51st St near Urbana Ave.,4511.0,E 51st St,L,Tulsa,Tulsa,OK,74135-3701,US,US/Central,KRVS,2018-04-26 13:26:00,59.0,,64.0,30.03,10.0,Variable,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,17
782,1310238,A-1310254,MapQuest,201.0,2,2018-11-23 19:30:15,2018-11-23 19:56:29,45.518494,-122.671898,,,0.0,Accident on Morrison Brg Eastbound around Washington St.,498.0,SW Naito Pkwy,L,Portland,Multnomah,OR,97204,US,US/Pacific,KPDX,2018-11-23 19:53:00,46.9,,80.0,29.85,10.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,11,47
874,1209780,A-1209794,MapQuest,201.0,2,2018-12-03 07:27:49,2018-12-03 08:27:11,33.479576,-81.975075,,,0.0,Accident on 13th St at Jones St.,199.0,13th St,R,Augusta,Richmond,GA,30901-1063,US,US/Eastern,KDNL,2018-12-03 07:53:00,57.9,,90.0,29.91,7.0,SW,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,12,49
1618,2659402,A-2659426,Bing,,3,2019-01-11 04:56:35,2019-01-11 05:26:16,38.738843,-104.747253,38.72825,-104.73651,0.933,At CO-16/Exit 132 - Accident.,,I-25 S,R,Colorado Springs,El Paso,CO,80913,US,US/Mountain,KFCS,2019-01-11 04:58:00,36.0,28.0,96.0,30.03,10.0,North,11.5,0.02,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1,2
528,26620,A-26621,MapQuest,241.0,2,2016-08-10 17:29:54,2016-08-10 18:14:54,36.672482,-121.640358,,,0.0,One lane blocked due to accident on US-101 Southbound at Exit 327 CA-68 John St.,,El Camino Real S,R,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,2016-08-10 17:53:00,61.0,,75.0,29.96,10.0,WNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,32
346,2655817,A-2655841,Bing,,2,2019-01-05 04:20:44,2019-01-05 08:20:44,43.72936,-122.43128,43.730908,-122.401817,1.475,At NF-5870 - Accident.,48703.0, Highway 58,L,Oakridge,Lane,OR,97463-9663,US,US/Pacific,KEUG,2019-01-05 04:36:00,41.0,37.1,89.0,29.62,10.0,SSE,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1,1
1386,364583,A-364586,MapQuest,201.0,2,2017-03-24 21:32:13,2017-03-24 22:01:50,41.263023,-96.13884,,,0.01,Accident on US-6 Dodge Rd at 144th St.,,W Dodge Rd,R,Boys Town,Douglas,NE,68010,US,US/Central,KMLE,2017-03-24 21:35:00,44.2,41.0,91.0,29.99,10.0,North,5.8,0.04,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,3,12
1959,1355627,A-1355643,MapQuest,201.0,2,2018-10-16 07:44:00,2018-10-16 08:13:06,32.997456,-96.829201,,,0.0,Right lane blocked due to accident on Dallas North Tollway Southbound at Frankford Rd.,,Dallas North Tollway N,R,Dallas,Collin,TX,75287,US,US/Central,KADS,2018-10-16 07:47:00,44.6,39.2,93.0,30.26,7.0,North,10.4,,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10,42
809,115430,A-115432,MapQuest,201.0,3,2016-06-17 13:11:39,2016-06-17 13:56:39,33.779442,-117.876732,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound near Exits 105B 106 107A 107B CA-57.,,I-5 N,R,Orange,Orange,CA,92868,US,US/Pacific,KSNA,2016-06-17 12:53:00,80.6,,30.0,30.02,8.0,West,8.1,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,24
1971,2468207,A-2468231,Bing,,2,2017-07-06 13:15:17,2017-07-06 19:15:17,41.668731,-72.844148,41.66948,-72.83454,0.499,Between CT-10/Queen St/Exit 32 and Crooked St/Exit 34 - Accident.,,I-84 E,R,Plainville,Hartford,CT,06062,US,US/Eastern,KMMK,2017-07-06 12:53:00,70.0,,65.0,30.14,10.0,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,27
1009,1172810,A-1172824,MapQuest,201.0,2,2019-01-16 14:30:29,2019-01-16 15:15:13,43.002022,-83.77269,,,0.0,Accident on M-21 Corunna Rd at Linden Rd.,4598.0,Corunna Rd,R,Flint,Genesee,MI,48532-4322,US,US/Eastern,KFNT,2019-01-16 14:53:00,26.1,20.5,53.0,30.28,10.0,Variable,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1,3
601,688432,A-688441,MapQuest,201.0,2,2019-09-30 09:46:29,2019-09-30 11:01:21,32.802368,-96.764091,,,0.0,Accident on Junius St at Henderson Ave.,5300.0,Junius St,R,Dallas,Dallas,TX,75214-5311,US,US/Central,KDAL,2019-09-30 09:53:00,81.0,81.0,74.0,29.52,9.0,S,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,40
1965,2044873,A-2044896,MapQuest,201.0,2,2017-11-28 08:21:27,2017-11-28 09:21:15,32.05402,-81.083252,,,0.0,Accident on 36th St at Waters Ave.,1985.0,Waters Ave,R,Savannah,Chatham,GA,31404-6129,US,US/Eastern,KSVN,2017-11-28 08:08:00,55.4,,72.0,30.27,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,48
243,2587929,A-2587953,Bing,,4,2019-09-19 18:19:10,2019-09-19 18:48:11,39.12501,-84.553207,39.124881,-84.551427,0.096,Closed at Harrison Ave - Road closed due to accident.,1697.0, Westwood Ave,L,Cincinnati,Hamilton,OH,45214-1551,US,US/Eastern,KLUK,2019-09-19 17:53:00,83.0,83.0,56.0,29.53,10.0,SE,3.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9,38
888,2518019,A-2518043,Bing,,2,2019-12-18 18:07:00,2019-12-18 20:41:41,38.688545,-121.802485,38.688545,-121.802485,0.0,At W Kentucky Ave/CR-20 - Accident.,399.0, W Woodland Ave,L,Woodland,Yolo,CA,95695-2552,US,US/Pacific,KEDU,2019-12-18 18:00:00,45.0,40.0,100.0,30.0,2.0,N,8.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,12,51
1402,156622,A-156624,MapQuest,201.0,3,2016-08-24 08:06:02,2016-08-24 08:36:02,33.696853999999995,-84.404327,,,0.0,Accident on I-85 I-75 Northbound after GA-166.,,Arthur Langford Pkwy E,R,Atlanta,Fulton,GA,30315,US,US/Eastern,KATL,2016-08-24 08:11:00,75.0,,96.0,30.28,9.0,SSE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,34
1474,2185318,A-2185342,MapQuest,201.0,2,2017-08-02 17:09:01,2017-08-02 17:38:29,27.448122,-82.636803,,,0.0,Lane blocked due to accident on 53rd Ave Southbound at 75th St .,5299.0,75th St W,L,Bradenton,Manatee,FL,34210,US,US/Eastern,KSRQ,2017-08-02 17:13:00,78.1,,87.0,30.05,10.0,West,10.4,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,31
312,1894658,A-1894681,MapQuest,201.0,3,2018-01-11 07:32:47,2018-01-11 08:02:27,30.301908,-97.715286,,,0.0,Accident on I-35 Southbound at Exits 237A 237A-236B 237B Airport Blvd.,,Airport Blvd,R,Austin,Travis,TX,78722,US,US/Central,KATT,2018-01-11 07:51:00,57.9,,97.0,29.78,9.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,2
435,107263,A-107265,MapQuest,201.0,3,2016-05-16 19:49:53,2016-05-16 20:49:53,34.135574,-118.000885,,,0.01,Right hand shoulder blocked due to accident on I-210 Westbound at Exit 34 Evergreen Ave.,,S Myrtle Ave,R,Monrovia,Los Angeles,CA,91016,US,US/Pacific,KEMT,2016-05-16 18:53:00,66.2,,68.0,29.88,10.0,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,5,20
1897,1541888,A-1541905,MapQuest,201.0,2,2018-07-17 22:24:33,2018-07-17 22:51:24,30.424583,-91.168579,,,0.0,Accident on Dalrymple Dr both ways around April St.,1899.0,April St,L,Baton Rouge,East Baton Rouge,LA,70808-2019,US,US/Central,KBTR,2018-07-17 22:53:00,81.0,,82.0,30.01,5.0,Calm,,,Haze,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,7,29
932,1627791,A-1627812,MapQuest,201.0,3,2018-04-30 14:06:30,2018-04-30 14:36:10,34.067554,-117.33578500000002,,,0.0,Accident on I-10 Westbound before Exit 70A Rancho Ave.,,I-10 W,R,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2018-04-30 13:50:00,64.4,,49.0,29.95,5.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,18
308,1798949,A-1798972,MapQuest,201.0,3,2018-03-23 15:06:44,2018-03-23 16:06:18,34.837894,-81.970726,,,0.0,Accident on I-26 Eastbound before Exit 28 US-221.,,Highway 221,R,Roebuck,Spartanburg,SC,29376,US,US/Eastern,KSPA,2018-03-23 15:15:00,59.0,,22.0,30.17,10.0,West,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,12
430,693824,A-693833,MapQuest-Bing,201.0,2,2019-10-02 11:18:54,2019-10-02 12:18:45,38.617481,-121.35524,,,0.0,Accident on Marconi Ave at Mission Ave.,,Mission Ave,R,Carmichael,Sacramento,CA,95608,US,US/Pacific,KMCC,2019-10-02 10:55:00,64.0,64.0,40.0,29.94,10.0,NW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,40
660,2265417,A-2265441,Bing,,4,2016-11-04 09:53:21,2016-11-04 15:53:21,39.11924000000001,-100.84932,38.900499,-100.852802,15.115,Closed at Gove - Road closed due to accident. Overturned heavy truck.,3504.0, US Highway 40,R,Oakley,Logan,KS,67748,US,US/Central,KCBK,2016-11-04 09:55:00,51.8,,58.0,30.46,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,44
370,1192999,A-1193013,MapQuest,201.0,2,2019-01-25 05:59:55,2019-01-25 06:29:35,40.311314,-76.024712,,,0.0,Accident on Old Fritztown Rd at Albert Dr.,1143.0,Old Fritztown Rd,R,Reading,Berks,PA,19608-1941,US,US/Eastern,KRDG,2019-01-25 05:54:00,32.0,24.2,64.0,29.95,10.0,West,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,1,4
566,280511,A-280514,MapQuest,201.0,2,2016-11-18 11:25:32,2016-11-18 12:10:15,29.727736,-95.571655,,,0.01,Accident on Richmond Ave both ways at Wilcrest Dr.,,Wilcrest Dr,R,Houston,Harris,TX,77042,US,US/Central,KMCJ,2016-11-18 11:15:00,77.0,,74.0,30.06,10.0,SW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11,46
1476,1426580,A-1426596,MapQuest,201.0,3,2018-09-19 07:14:30,2018-09-19 07:43:34,41.045811,-73.794434,,,0.0,Accident on I-287 Cross Westchester Expy Eastbound after Exit 4 NY-100A Knollwood Rd.,,Cross Westchester Expy E,R,White Plains,Westchester,NY,10603,US,US/Eastern,KHPN,2018-09-19 06:56:00,66.9,,93.0,29.84,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,38
181,2954889,A-2954913,Bing,,4,2019-07-13 01:49:06,2019-07-14 06:03:45,39.11014,-94.61941,39.10687,-94.58852,1.671,Closed between 5th St/Exit 423 and I-35/Beardsley Rd/Exit 2 - Road closed due to accident. Roadwork.,,I-70 E,R,Kansas City,Wyandotte,KS,66101,US,US/Central,KNKA,2019-07-13 01:54:00,74.0,74.0,79.0,29.15,10.0,SW,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,7,28
1335,1132365,A-1132379,MapQuest,201.0,2,2019-02-21 13:23:20,2019-02-21 14:23:00,35.606121,-80.934402,,,0.0,Accident on High Hills Dr at NC-150 River Hwy.,3916.0,River Hwy,R,Mooresville,Iredell,NC,28117-9099,US,US/Eastern,KSVH,2019-02-21 13:20:00,52.2,,91.0,30.07,10.0,SSW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
621,1958429,A-1958452,MapQuest,201.0,2,2017-12-13 11:53:05,2017-12-13 12:22:33,42.984879,-85.677193,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on US-131 Northbound after Leonard St.,,Leonard St NW,R,Grand Rapids,Kent,MI,49504,US,US/Eastern,KGRR,2017-12-13 11:53:00,19.9,6.2,85.0,29.57,7.0,ESE,15.0,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,12,50
940,520977,A-520983,MapQuest,201.0,2,2019-12-01 06:23:49,2019-12-01 07:39:07,36.717232,-119.784286,,,0.0,Accident on CA-99 Southbound at CA-41.,,CA-99 N,R,Fresno,Fresno,CA,93706,US,US/Pacific,KFAT,2019-12-01 05:53:00,49.0,45.0,93.0,29.68,10.0,E,8.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,12,48
1307,1160029,A-1160043,MapQuest,201.0,2,2019-01-09 07:46:53,2019-01-09 08:16:44,28.587481,-81.130348,,,0.0,Accident on CR-420 Lake Pickett Rd Eastbound at Tanner Rd.,16880.0,Lake Pickett Rd,R,Orlando,Orange,FL,32820-1313,US,US/Eastern,KORL,2019-01-09 07:53:00,60.1,,96.0,30.14,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,2
